Year,Region,CategoryID,Category,Rollup,CO2,CH4,CH4 (CO2eq),N2O,N2O (CO2eq),HFCs,PFCs,SF6,NF3,CO2eq,Unit
1994,New Brunswick,300,Fugitive Sources,TRUE,44.13889851,0.377182849,9.429571214,0.010337973,3.080716037,0,0,0,0,56.64918576,kt
1995,New Brunswick,300,Fugitive Sources,TRUE,42.88268378,0.34755121,8.688780251,0.009899672,2.95010221,0,0,0,0,54.52156624,kt
1996,New Brunswick,300,Fugitive Sources,TRUE,86.90533173,0.427690968,10.6922742,0.010548561,3.143471211,0,0,0,0,100.7410771,kt
1997,New Brunswick,300,Fugitive Sources,TRUE,87.21571066,0.405482437,10.13706091,0.010205904,3.041359419,0,0,0,0,100.394131,kt
1998,New Brunswick,300,Fugitive Sources,TRUE,73.29093877,0.396717538,9.917938449,0.009525548,2.83861337,0,0,0,0,86.04749059,kt
1999,New Brunswick,300,Fugitive Sources,TRUE,88.10713856,1.440591783,36.01479457,0.00986686,2.940324257,0,0,0,0,127.0622574,kt
2000,New Brunswick,300,Fugitive Sources,TRUE,101.2500381,1.176610085,29.41525213,0.009623075,2.867676392,0,0,0,0,133.5329666,kt
2001,New Brunswick,300,Fugitive Sources,TRUE,152.3316061,1.103379996,27.58449991,0.012752231,3.800164816,0,0,0,0,183.7162708,kt
2002,New Brunswick,300,Fugitive Sources,TRUE,162.696905,0.944433447,23.61083618,0.013022141,3.880597927,0,0,0,0,190.1883391,kt
2003,New Brunswick,300,Fugitive Sources,TRUE,177.4976152,1.115812076,27.8953019,0.012778808,3.80808484,0,0,0,0,209.2010019,kt
2004,New Brunswick,300,Fugitive Sources,TRUE,183.9675483,1.249349276,31.23373191,0.012645684,3.768413687,0,0,0,0,218.9696939,kt
2005,New Brunswick,300,Fugitive Sources,TRUE,177.2364122,1.407088541,35.17721354,0.013587378,4.049038616,0,0,0,0,216.4626643,kt
2006,New Brunswick,300,Fugitive Sources,TRUE,165.8162478,1.294248721,32.35621802,0.012757497,3.801734062,0,0,0,0,201.9741999,kt
2007,New Brunswick,300,Fugitive Sources,TRUE,183.3372838,1.324788979,33.11972447,0.01314902,3.918407886,0,0,0,0,220.3754162,kt
2008,New Brunswick,300,Fugitive Sources,TRUE,161.4464091,1.238224524,30.95561309,0.012954708,3.860503003,0,0,0,0,196.2625252,kt
2009,New Brunswick,300,Fugitive Sources,TRUE,159.7878081,1.217325991,30.43314977,0.013554305,4.039182813,0,0,0,0,194.2601407,kt
2010,New Brunswick,300,Fugitive Sources,TRUE,173.6918286,1.189478876,29.7369719,0.013897874,4.141566555,0,0,0,0,207.5703671,kt
2011,New Brunswick,300,Fugitive Sources,TRUE,164.164207,1.227600546,30.69001365,0.014758273,4.397965381,0,0,0,0,199.252186,kt
2012,New Brunswick,300,Fugitive Sources,TRUE,159.7061547,1.180841563,29.52103908,0.013828765,4.120972055,0,0,0,0,193.3481658,kt
2013,New Brunswick,300,Fugitive Sources,TRUE,150.9972907,1.057695079,26.44237698,0.013632482,4.062479553,0,0,0,0,181.5021472,kt
2014,New Brunswick,300,Fugitive Sources,TRUE,123.9143378,1.110085097,27.75212743,0.012655019,3.771195523,0,0,0,0,155.4376608,kt
2015,New Brunswick,300,Fugitive Sources,TRUE,148.810998,1.145085656,28.62714139,0.014278627,4.255030949,0,0,0,0,181.6931704,kt
2016,New Brunswick,300,Fugitive Sources,TRUE,157.5425557,1.296075841,32.40189604,0.014284824,4.256877695,0,0,0,0,194.2013294,kt
2017,New Brunswick,300,Fugitive Sources,TRUE,183.2200401,1.238863925,30.97159812,0.014969322,4.460857837,0,0,0,0,218.652496,kt
2018,New Brunswick,300,Fugitive Sources,TRUE,136.0812488,1.142946869,28.57367172,0.011991705,3.573528127,0,0,0,0,168.2284487,kt
1990,Newfoundland and Labrador,300,Fugitive Sources,TRUE,35.44142863,0.173334109,4.333352727,0.004724805,1.407991792,0,0,0,0,41.18277315,kt
1991,Newfoundland and Labrador,300,Fugitive Sources,TRUE,17.38830107,0.137082525,3.42706313,0.004046167,1.205757665,0,0,0,0,22.02112187,kt
1992,Newfoundland and Labrador,300,Fugitive Sources,TRUE,10.81529289,0.10421427,2.605356743,0.003015544,0.898632177,0,0,0,0,14.31928181,kt
1993,Newfoundland and Labrador,300,Fugitive Sources,TRUE,18.83353337,0.14143504,3.535876003,0.004004827,1.193438434,0,0,0,0,23.56284781,kt
1994,Newfoundland and Labrador,300,Fugitive Sources,TRUE,6.938270081,0.055157268,1.378931696,0.001625044,0.484263102,0,0,0,0,8.801464879,kt
1995,Newfoundland and Labrador,300,Fugitive Sources,TRUE,15.70598901,0.119395675,2.984891884,0.003625802,1.080489111,0,0,0,0,19.77137001,kt
1996,Newfoundland and Labrador,300,Fugitive Sources,TRUE,34.17028858,0.159261274,3.981531839,0.004147586,1.235980765,0,0,0,0,39.38780118,kt
1997,Newfoundland and Labrador,300,Fugitive Sources,TRUE,139.0702614,0.23884963,5.971240741,0.004756433,1.417417183,0,0,0,0,146.4589194,kt
1998,Newfoundland and Labrador,300,Fugitive Sources,TRUE,2040.022983,1.83385322,45.8463305,0.007480431,2.229168527,0,0,0,0,2088.098482,kt
1999,Newfoundland and Labrador,300,Fugitive Sources,TRUE,931.2710464,1.33113382,33.2783455,0.00609652,1.816762899,0,0,0,0,966.3661548,kt
2000,Newfoundland and Labrador,300,Fugitive Sources,TRUE,277.7951567,1.165744428,29.14361071,0.004839872,1.442281933,0,0,0,0,308.3810493,kt
2001,Newfoundland and Labrador,300,Fugitive Sources,TRUE,271.637835,1.694319458,42.35798645,0.004906049,1.462002631,0,0,0,0,315.4578241,kt
2002,Newfoundland and Labrador,300,Fugitive Sources,TRUE,1451.915221,3.753425328,93.8356332,0.007057135,2.103026132,0,0,0,0,1547.853881,kt
2003,Newfoundland and Labrador,300,Fugitive Sources,TRUE,897.0452968,4.232820406,105.8205102,0.006518701,1.942573,0,0,0,0,1004.80838,kt
2004,Newfoundland and Labrador,300,Fugitive Sources,TRUE,748.1381834,4.498004754,112.4501188,0.005946314,1.772001537,0,0,0,0,862.3603038,kt
2005,Newfoundland and Labrador,300,Fugitive Sources,TRUE,782.4252068,4.952639639,123.815991,0.005962094,1.776704115,0,0,0,0,908.0179019,kt
2006,Newfoundland and Labrador,300,Fugitive Sources,TRUE,1104.962104,6.249426601,156.235665,0.006637999,1.978123838,0,0,0,0,1263.175893,kt
2007,Newfoundland and Labrador,300,Fugitive Sources,TRUE,893.391327,5.744960803,143.6240201,0.006310092,1.88040739,0,0,0,0,1038.895754,kt
2008,Newfoundland and Labrador,300,Fugitive Sources,TRUE,684.7854479,4.758935194,118.9733798,0.00639728,1.906389461,0,0,0,0,805.6652172,kt
2009,Newfoundland and Labrador,300,Fugitive Sources,TRUE,520.9356245,3.647771264,91.19428159,0.005235402,1.560149685,0,0,0,0,613.6900558,kt
2010,Newfoundland and Labrador,300,Fugitive Sources,TRUE,486.7003575,3.534759573,88.36898933,0.005108127,1.522221824,0,0,0,0,576.5915687,kt
2011,Newfoundland and Labrador,300,Fugitive Sources,TRUE,405.7469785,3.159400777,78.98501943,0.004253194,1.2674518,0,0,0,0,485.9994497,kt
2012,Newfoundland and Labrador,300,Fugitive Sources,TRUE,449.2212546,2.943413817,73.58534541,0.005936171,1.768978898,0,0,0,0,524.5755789,kt
2013,Newfoundland and Labrador,300,Fugitive Sources,TRUE,481.336585,3.243541355,81.08853387,0.006145826,1.831456053,0,0,0,0,564.256575,kt
2014,Newfoundland and Labrador,300,Fugitive Sources,TRUE,565.4536768,3.544218207,88.60545517,0.005709054,1.70129795,0,0,0,0,655.7604299,kt
2015,Newfoundland and Labrador,300,Fugitive Sources,TRUE,488.2272475,2.962630842,74.06577105,0.006046609,1.801889395,0,0,0,0,564.094908,kt
2016,Newfoundland and Labrador,300,Fugitive Sources,TRUE,480.7723098,3.146877502,78.67193754,0.005627945,1.677127478,0,0,0,0,561.1213749,kt
2017,Newfoundland and Labrador,300,Fugitive Sources,TRUE,570.7381222,3.511250596,87.78126489,0.006698182,1.996058248,0,0,0,0,660.5154453,kt
2018,Newfoundland and Labrador,300,Fugitive Sources,TRUE,729.2722767,4.227627323,105.6906831,0.007053203,2.101854518,0,0,0,0,837.0648143,kt
1999,Northwest Territories,300,Fugitive Sources,TRUE,3.916391444,0.426510882,10.66277206,2.42E-06,0.000721665,0,0,0,0,14.57988517,kt
2000,Northwest Territories,300,Fugitive Sources,TRUE,10.27275397,0.447215961,11.18039903,6.38E-06,0.001902571,0,0,0,0,21.45505557,kt
2001,Northwest Territories,300,Fugitive Sources,TRUE,10.62778338,0.546213409,13.65533523,8.15E-06,0.002427418,0,0,0,0,24.28554602,kt
2002,Northwest Territories,300,Fugitive Sources,TRUE,12.03590844,0.492911569,12.32278922,1.06E-05,0.003149083,0,0,0,0,24.36184674,kt
2003,Northwest Territories,300,Fugitive Sources,TRUE,13.09138939,0.53585128,13.396282,1.28E-05,0.003805142,0,0,0,0,26.49147653,kt
2004,Northwest Territories,300,Fugitive Sources,TRUE,15.20614901,0.50225759,12.55643975,1.56E-05,0.004658019,0,0,0,0,27.76724678,kt
2005,Northwest Territories,300,Fugitive Sources,TRUE,6.375145225,0.471718207,11.79295517,1.17E-05,0.003477113,0,0,0,0,18.17157751,kt
2006,Northwest Territories,300,Fugitive Sources,TRUE,1.22785791,0.421885211,10.54713028,2.15E-06,0.00063949,0,0,0,0,11.77562768,kt
2007,Northwest Territories,300,Fugitive Sources,TRUE,3.158276866,0.429085802,10.72714506,5.61E-06,0.001672615,0,0,0,0,13.88709454,kt
2008,Northwest Territories,300,Fugitive Sources,TRUE,2.449255447,0.405377565,10.13443911,4.24E-06,0.00126241,0,0,0,0,12.58495697,kt
2009,Northwest Territories,300,Fugitive Sources,TRUE,3.900164068,0.41331901,10.33297525,6.82E-06,0.002033112,0,0,0,0,14.23517243,kt
2010,Northwest Territories,300,Fugitive Sources,TRUE,4.631471129,0.421485745,10.53714363,8.09E-06,0.002410178,0,0,0,0,15.17102494,kt
2011,Northwest Territories,300,Fugitive Sources,TRUE,4.760274021,0.386513478,9.662836952,8.25E-06,0.002459215,0,0,0,0,14.42557019,kt
2012,Northwest Territories,300,Fugitive Sources,TRUE,14.25031995,0.426019107,10.65047767,2.48E-05,0.007377645,0,0,0,0,24.90817526,kt
2013,Northwest Territories,300,Fugitive Sources,TRUE,11.08498738,0.360316163,9.007904066,1.93E-05,0.005738168,0,0,0,0,20.09862961,kt
2014,Northwest Territories,300,Fugitive Sources,TRUE,11.08418115,0.329704911,8.242622766,1.93E-05,0.005738168,0,0,0,0,19.33254208,kt
2015,Northwest Territories,300,Fugitive Sources,TRUE,7.919377694,0.27620049,6.905012252,1.38E-05,0.004098692,0,0,0,0,14.82848864,kt
2016,Northwest Territories,300,Fugitive Sources,TRUE,7.919098376,0.334223562,8.355589053,1.38E-05,0.004098692,0,0,0,0,16.27878612,kt
2017,Northwest Territories,300,Fugitive Sources,TRUE,0.79280283,0.150665482,3.766637044,1.38E-06,0.000409869,0,0,0,0,4.559849744,kt
2018,Northwest Territories,300,Fugitive Sources,TRUE,1.268620187,0.171957915,4.298947872,2.20E-06,0.000655791,0,0,0,0,5.56822385,kt
1990,Northwest Territories and Nunavut,300,Fugitive Sources,TRUE,85.96277016,0.444680547,11.11701368,0.000162338,0.048376687,0,0,0,0,97.12816052,kt
1991,Northwest Territories and Nunavut,300,Fugitive Sources,TRUE,91.6835657,0.464613582,11.61533955,0.000158193,0.04714146,0,0,0,0,103.3460467,kt
1992,Northwest Territories and Nunavut,300,Fugitive Sources,TRUE,77.99692364,0.43527855,10.88196376,0.000171083,0.050982783,0,0,0,0,88.92987018,kt
1993,Northwest Territories and Nunavut,300,Fugitive Sources,TRUE,83.18520018,0.443688257,11.09220642,0.000163682,0.048777236,0,0,0,0,94.32618384,kt
1994,Northwest Territories and Nunavut,300,Fugitive Sources,TRUE,55.76848717,0.384219967,9.605499165,0.000238244,0.070996614,0,0,0,0,65.44498295,kt
1995,Northwest Territories and Nunavut,300,Fugitive Sources,TRUE,55.59538051,0.383832553,9.595813831,0.000237637,0.070815708,0,0,0,0,65.26201005,kt
1996,Northwest Territories and Nunavut,300,Fugitive Sources,TRUE,51.57280007,0.358033468,8.950836695,9.56E-05,0.028484172,0,0,0,0,60.55212093,kt
1997,Northwest Territories and Nunavut,300,Fugitive Sources,TRUE,5.681329908,0.267784962,6.694624047,3.52E-06,0.001049694,0,0,0,0,12.37700365,kt
1998,Northwest Territories and Nunavut,300,Fugitive Sources,TRUE,3.915563565,0.259153344,6.478833608,2.42E-06,0.000721665,0,0,0,0,10.39511884,kt
1990,Nova Scotia,300,Fugitive Sources,TRUE,43.59305025,64.30627996,1607.656999,0.005811522,1.7318336,0,0,0,0,1652.981883,kt
1991,Nova Scotia,300,Fugitive Sources,TRUE,24.61926205,65.5791335,1639.478337,0.005728773,1.707174485,0,0,0,0,1665.804774,kt
1992,Nova Scotia,300,Fugitive Sources,TRUE,21.11147739,51.89324268,1297.331067,0.005880055,1.75225653,0,0,0,0,1320.194801,kt
1993,Nova Scotia,300,Fugitive Sources,TRUE,27.5396813,53.73557521,1343.38938,0.005850824,1.743545536,0,0,0,0,1372.672607,kt
1994,Nova Scotia,300,Fugitive Sources,TRUE,21.81839027,44.85622867,1121.405717,0.005104019,1.520997573,0,0,0,0,1144.745105,kt
1995,Nova Scotia,300,Fugitive Sources,TRUE,19.58216746,36.49837623,912.4594057,0.004514623,1.345357598,0,0,0,0,933.3869308,kt
1996,Nova Scotia,300,Fugitive Sources,TRUE,35.54797812,30.52624044,763.1560111,0.004311744,1.284899626,0,0,0,0,799.9888888,kt
1997,Nova Scotia,300,Fugitive Sources,TRUE,38.17828438,32.43595184,810.8987961,0.00446479,1.330507514,0,0,0,0,850.407588,kt
1998,Nova Scotia,300,Fugitive Sources,TRUE,34.4828942,26.0574141,651.4353525,0.004478473,1.334584998,0,0,0,0,687.2528317,kt
1999,Nova Scotia,300,Fugitive Sources,TRUE,39.47026196,19.40555623,485.1389058,0.004418031,1.316573288,0,0,0,0,525.925741,kt
2000,Nova Scotia,300,Fugitive Sources,TRUE,83.11166496,24.61282492,615.320623,0.004197077,1.250729089,0,0,0,0,699.6830171,kt
2001,Nova Scotia,300,Fugitive Sources,TRUE,88.90652444,22.47851305,561.9628262,0.004087583,1.218099783,0,0,0,0,652.0874504,kt
2002,Nova Scotia,300,Fugitive Sources,TRUE,88.4550566,19.88137047,497.0342617,0.004033702,1.202043219,0,0,0,0,586.6913615,kt
2003,Nova Scotia,300,Fugitive Sources,TRUE,88.25010082,18.2458244,456.1456101,0.004290575,1.278591481,0,0,0,0,545.6743024,kt
2004,Nova Scotia,300,Fugitive Sources,TRUE,79.66863062,17.16028104,429.0070259,0.003888306,1.158715274,0,0,0,0,509.8343718,kt
2005,Nova Scotia,300,Fugitive Sources,TRUE,70.06954851,6.292467667,157.3116917,0.003872824,1.154101665,0,0,0,0,228.5353419,kt
2006,Nova Scotia,300,Fugitive Sources,TRUE,71.7944928,5.981545245,149.5386311,0.004063698,1.210981866,0,0,0,0,222.5441058,kt
2007,Nova Scotia,300,Fugitive Sources,TRUE,73.18862847,6.098226829,152.4556707,0.003613141,1.076715919,0,0,0,0,226.7210151,kt
2008,Nova Scotia,300,Fugitive Sources,TRUE,76.46606842,6.098090939,152.4522735,0.00411096,1.225066119,0,0,0,0,230.143408,kt
2009,Nova Scotia,300,Fugitive Sources,TRUE,69.07989526,5.547874862,138.6968715,0.004021067,1.198278024,0,0,0,0,208.9750448,kt
2010,Nova Scotia,300,Fugitive Sources,TRUE,68.00841747,5.338515681,133.462892,0.003705199,1.104149402,0,0,0,0,202.5754589,kt
2011,Nova Scotia,300,Fugitive Sources,TRUE,61.84892535,5.081313897,127.0328474,0.003681363,1.097046081,0,0,0,0,189.9788188,kt
2012,Nova Scotia,300,Fugitive Sources,TRUE,58.85708729,4.726438385,118.1609596,0.003726064,1.110367212,0,0,0,0,178.1284141,kt
2013,Nova Scotia,300,Fugitive Sources,TRUE,45.24703087,4.534485895,113.3621474,0.002802813,0.835238393,0,0,0,0,159.4444166,kt
2014,Nova Scotia,300,Fugitive Sources,TRUE,27.25639182,2.083211028,52.08027569,5.22E-05,0.015553807,0,0,0,0,79.35222132,kt
2015,Nova Scotia,300,Fugitive Sources,TRUE,16.37834072,1.461024056,36.52560139,3.14E-05,0.009345104,0,0,0,0,52.91328721,kt
2016,Nova Scotia,300,Fugitive Sources,TRUE,14.50263491,1.360751655,34.01879137,2.78E-05,0.008274518,0,0,0,0,48.5297008,kt
2017,Nova Scotia,300,Fugitive Sources,TRUE,10.52627927,3.942649432,98.56623581,2.02E-05,0.006004972,0,0,0,0,109.0985201,kt
2018,Nova Scotia,300,Fugitive Sources,TRUE,5.954947071,4.680814667,117.0203667,1.14E-05,0.003395839,0,0,0,0,122.9787096,kt
1999,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2000,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2001,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2002,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2003,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2004,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2005,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2006,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2007,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2008,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2009,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2010,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2011,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2012,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2013,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2014,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2015,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2016,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2017,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
2018,Nunavut,300,Fugitive Sources,TRUE,0,0,0,0,0,0,0,0,0,0,kt
1990,Ontario,300,Fugitive Sources,TRUE,305.9038834,50.50399215,1262.599804,0.030339907,9.04129215,0,0,0,0,1577.544979,kt
1991,Ontario,300,Fugitive Sources,TRUE,203.5896555,52.20822273,1305.205568,0.029754544,8.866854147,0,0,0,0,1517.662078,kt
1992,Ontario,300,Fugitive Sources,TRUE,184.0856279,54.28616634,1357.154158,0.030053492,8.955940753,0,0,0,0,1550.195727,kt
1993,Ontario,300,Fugitive Sources,TRUE,209.5337047,56.1265346,1403.163365,0.028798268,8.581883982,0,0,0,0,1621.278954,kt
1994,Ontario,300,Fugitive Sources,TRUE,200.9307452,57.17151492,1429.287873,0.028917012,8.617269475,0,0,0,0,1638.835888,kt
1995,Ontario,300,Fugitive Sources,TRUE,206.1702745,58.18594921,1454.64873,0.028599126,8.522539445,0,0,0,0,1669.341544,kt
1996,Ontario,300,Fugitive Sources,TRUE,289.8712139,59.08708935,1477.177234,0.02821244,8.407307019,0,0,0,0,1775.455755,kt
1997,Ontario,300,Fugitive Sources,TRUE,290.8851603,60.02336532,1500.584133,0.028035446,8.354562775,0,0,0,0,1799.823856,kt
1998,Ontario,300,Fugitive Sources,TRUE,271.666961,61.22902538,1530.725635,0.028460629,8.481267383,0,0,0,0,1810.873863,kt
1999,Ontario,300,Fugitive Sources,TRUE,322.4708789,63.38372431,1584.593108,0.027532202,8.204596344,0,0,0,0,1915.268583,kt
2000,Ontario,300,Fugitive Sources,TRUE,394.6980499,44.90479497,1122.619874,0.028123643,8.38084563,0,0,0,0,1525.69877,kt
2001,Ontario,300,Fugitive Sources,TRUE,385.3192525,43.2134669,1080.336672,0.027130011,8.084743237,0,0,0,0,1473.740668,kt
2002,Ontario,300,Fugitive Sources,TRUE,398.1634102,41.77534816,1044.383704,0.026833682,7.996437264,0,0,0,0,1450.543551,kt
2003,Ontario,300,Fugitive Sources,TRUE,404.6483472,45.59985833,1139.996458,0.025543089,7.611840565,0,0,0,0,1552.256646,kt
2004,Ontario,300,Fugitive Sources,TRUE,426.8080294,49.41862212,1235.465553,0.026215565,7.812238318,0,0,0,0,1670.085821,kt
2005,Ontario,300,Fugitive Sources,TRUE,344.9732656,48.36310924,1209.077731,0.022928915,6.832816811,0,0,0,0,1560.883813,kt
2006,Ontario,300,Fugitive Sources,TRUE,340.2979547,46.03839124,1150.959781,0.022577949,6.728228806,0,0,0,0,1497.985965,kt
2007,Ontario,300,Fugitive Sources,TRUE,348.7905074,46.92404899,1173.101225,0.02219425,6.613886518,0,0,0,0,1528.505619,kt
2008,Ontario,300,Fugitive Sources,TRUE,322.2374118,47.03078018,1175.769505,0.022961996,6.842674758,0,0,0,0,1504.849591,kt
2009,Ontario,300,Fugitive Sources,TRUE,280.7375667,49.87327401,1246.83185,0.020890223,6.225286518,0,0,0,0,1533.794704,kt
2010,Ontario,300,Fugitive Sources,TRUE,315.2035594,45.20998585,1130.249646,0.022579729,6.728759357,0,0,0,0,1452.181965,kt
2011,Ontario,300,Fugitive Sources,TRUE,287.1514872,44.72287702,1118.071926,0.022958125,6.841521168,0,0,0,0,1412.064934,kt
2012,Ontario,300,Fugitive Sources,TRUE,298.832858,41.95059382,1048.764845,0.023340902,6.955588736,0,0,0,0,1354.553292,kt
2013,Ontario,300,Fugitive Sources,TRUE,288.9014749,43.45850273,1086.462568,0.023769624,7.083347871,0,0,0,0,1382.447391,kt
2014,Ontario,300,Fugitive Sources,TRUE,264.5953845,47.60422934,1190.105734,0.024682458,7.35537245,0,0,0,0,1462.056491,kt
2015,Ontario,300,Fugitive Sources,TRUE,269.1371037,47.41205331,1185.301333,0.023534007,7.013134221,0,0,0,0,1461.451571,kt
2016,Ontario,300,Fugitive Sources,TRUE,267.1772573,48.17597358,1204.39934,0.022719661,6.770458912,0,0,0,0,1478.347056,kt
2017,Ontario,300,Fugitive Sources,TRUE,262.9491908,48.97737216,1224.434304,0.019995216,5.958574431,0,0,0,0,1493.342069,kt
2018,Ontario,300,Fugitive Sources,TRUE,263.4934436,49.20086535,1230.021634,0.021499902,6.406970858,0,0,0,0,1499.922048,kt
1990,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.33E-05,0.000583305,0,0,0,0,0,0,0.000583305,kt
1991,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.27E-05,0.000568135,0,0,0,0,0,0,0.000568135,kt
1992,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.23E-05,0.000557997,0,0,0,0,0,0,0.000557997,kt
1993,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.26E-05,0.000563835,0,0,0,0,0,0,0.000563835,kt
1994,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.22E-05,0.000554655,0,0,0,0,0,0,0.000554655,kt
1995,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.09E-05,0.000521557,0,0,0,0,0,0,0.000521557,kt
1996,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.23E-05,0.000557935,0,0,0,0,0,0,0.000557935,kt
1997,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.39E-05,0.000598443,0,0,0,0,0,0,0.000598443,kt
1998,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.36E-05,0.000590193,0,0,0,0,0,0,0.000590193,kt
1999,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.41E-05,0.000601581,0,0,0,0,0,0,0.000601581,kt
2000,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.51E-05,0.000627963,0,0,0,0,0,0,0.000627963,kt
2001,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.38E-05,0.000594224,0,0,0,0,0,0,0.000594224,kt
2002,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.42E-05,0.000605508,0,0,0,0,0,0,0.000605508,kt
2003,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.49E-05,0.000622692,0,0,0,0,0,0,0.000622692,kt
2004,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.53E-05,0.000633279,0,0,0,0,0,0,0.000633279,kt
2005,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.43E-05,0.000607112,0,0,0,0,0,0,0.000607112,kt
2006,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.18E-05,0.000543946,0,0,0,0,0,0,0.000543946,kt
2007,Prince Edward Island,300,Fugitive Sources,TRUE,0,2.17E-05,0.000543452,0,0,0,0,0,0,0.000543452,kt
2008,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.93E-05,0.000482373,0,0,0,0,0,0,0.000482373,kt
2009,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.75E-05,0.000437786,0,0,0,0,0,0,0.000437786,kt
2010,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.69E-05,0.000422329,0,0,0,0,0,0,0.000422329,kt
2011,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.97E-05,0.000491328,0,0,0,0,0,0,0.000491328,kt
2012,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.69E-05,0.000422943,0,0,0,0,0,0,0.000422943,kt
2013,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.55E-05,0.000387435,0,0,0,0,0,0,0.000387435,kt
2014,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.53E-05,0.000382261,0,0,0,0,0,0,0.000382261,kt
2015,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.52E-05,0.000378918,0,0,0,0,0,0,0.000378918,kt
2016,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.58E-05,0.000394435,0,0,0,0,0,0,0.000394435,kt
2017,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.57E-05,0.00039315,0,0,0,0,0,0,0.00039315,kt
2018,Prince Edward Island,300,Fugitive Sources,TRUE,0,1.51E-05,0.000376862,0,0,0,0,0,0,0.000376862,kt
1990,Quebec,300,Fugitive Sources,TRUE,134.7765132,11.45971695,286.4929237,0.017953426,5.3501208,0,0,0,0,426.6195577,kt
1991,Quebec,300,Fugitive Sources,TRUE,75.65484628,12.93348977,323.3372443,0.017576646,5.237840537,0,0,0,0,404.2299311,kt
1992,Quebec,300,Fugitive Sources,TRUE,65.57323926,13.12332441,328.0831104,0.018247807,5.437846403,0,0,0,0,399.094196,kt
1993,Quebec,300,Fugitive Sources,TRUE,85.99298573,13.52459564,338.114891,0.018257108,5.440618065,0,0,0,0,429.5484948,kt
1994,Quebec,300,Fugitive Sources,TRUE,84.07504422,16.24360533,406.0901333,0.019654458,5.857028429,0,0,0,0,496.022206,kt
1995,Quebec,300,Fugitive Sources,TRUE,82.70561899,16.52264421,413.0661054,0.019055539,5.678550691,0,0,0,0,501.450275,kt
1996,Quebec,300,Fugitive Sources,TRUE,157.9646697,16.91775368,422.9438421,0.019153611,5.70777599,0,0,0,0,586.6162878,kt
1997,Quebec,300,Fugitive Sources,TRUE,163.1945342,16.9573521,423.9338026,0.019077346,5.685049019,0,0,0,0,592.8133858,kt
