Year,Region,CategoryID,Category,Rollup,CO2,CH4,CH4 (CO2eq),N2O,N2O (CO2eq),HFCs,PFCs,SF6,NF3,CO2eq,Unit
1990,Alberta,0,TOTAL,TRUE,129920.0044,1445.072714,36126.81784,23.50309725,7003.922982,0,0,1.898005541,0,173052.6432,kt
1991,Alberta,0,TOTAL,TRUE,129879.9633,1494.101865,37352.54661,23.33903842,6955.033451,0,0,1.908519394,0,174189.4519,kt
1992,Alberta,0,TOTAL,TRUE,135054.998,1612.738044,40318.45109,23.47299498,6994.952503,0,0,1.831725088,0,182370.2334,kt
1993,Alberta,0,TOTAL,TRUE,138940.6308,1667.501338,41687.53346,24.9296905,7429.047768,0,0,1.832278785,0,188059.0443,kt
1994,Alberta,0,TOTAL,TRUE,146216.029,1743.270661,43581.76653,25.4499894,7584.096841,0,0,1.877152336,0,197383.7695,kt
1995,Alberta,0,TOTAL,TRUE,148375.5492,1842.937225,46073.43064,25.98603695,7743.83901,61.96944556,1.919166771,1.878715657,0,202258.5862,kt
1996,Alberta,0,TOTAL,TRUE,152131.6759,1942.747273,48568.68181,26.99449065,8044.358215,109.9988831,2.12972344,1.418027326,0,208858.2626,kt
1997,Alberta,0,TOTAL,TRUE,157000.8953,1913.477718,47836.94295,26.84974823,8001.224973,158.8754701,2.055193237,1.647359826,0,213001.6412,kt
1998,Alberta,0,TOTAL,TRUE,156556.7094,1967.864434,49196.61084,27.79975063,8284.325687,229.7817033,1.816986972,1.885377806,0,214271.13,kt
1999,Alberta,0,TOTAL,TRUE,164207.3913,1955.156187,48878.90468,29.5625049,8809.62646,304.2965223,1.80568823,1.709196967,0,222203.7338,kt
2000,Alberta,0,TOTAL,TRUE,172229.1712,1929.364531,48234.11327,30.40259895,9059.974488,393.442966,1.838373173,1.731246971,0,229920.2716,kt
2001,Alberta,0,TOTAL,TRUE,172350.8043,1898.875012,47471.8753,29.36975674,8752.187509,459.9764873,1.911514586,2.249396364,0,229039.0045,kt
2002,Alberta,0,TOTAL,TRUE,174534.9592,1809.143084,45228.5771,27.97760996,8337.327767,521.6090313,1.544811033,1.281330138,0,228625.2992,kt
2003,Alberta,0,TOTAL,TRUE,183030.4283,1762.286924,44057.17311,29.2848695,8726.89111,573.9619184,0.556830628,1.875687561,0,236390.887,kt
2004,Alberta,0,TOTAL,TRUE,180457.7188,1750.10709,43752.67724,30.03134812,8949.34174,643.2067086,0.683499573,1.413029742,0,233805.041,kt
2005,Alberta,0,TOTAL,TRUE,178497.3648,1745.586719,43639.66798,30.56264746,9107.668944,711.8044459,0.823764632,0.690929706,0,231958.0209,kt
2006,Alberta,0,TOTAL,TRUE,184931.2454,1734.975284,43374.3821,29.75898696,8868.178115,779.1731934,0.80774766,1.029284092,0,237954.8159,kt
2007,Alberta,0,TOTAL,TRUE,194168.796,1734.994438,43374.86096,30.41571933,9063.884361,897.279727,0.920401027,0.721773877,0,247506.4633,kt
2008,Alberta,0,TOTAL,TRUE,188992.8291,1703.153532,42578.8383,32.0264138,9543.871314,930.2621797,1.099838394,2.561684904,0,242049.4625,kt
2009,Alberta,0,TOTAL,TRUE,184865.345,1602.145932,40053.64829,29.20940214,8704.401839,1004.945195,0.844597908,2.161216415,0,234631.3461,kt
2010,Alberta,0,TOTAL,TRUE,191116.6305,1563.672071,39091.80176,30.01684424,8945.019584,1110.97784,0.996905045,1.09299106,0,240266.5196,kt
2011,Alberta,0,TOTAL,TRUE,199744.8971,1560.844548,39021.1137,31.42243509,9363.885657,1241.47511,1.670293213,1.249390598,0,249374.2913,kt
2012,Alberta,0,TOTAL,TRUE,209511.8635,1662.059983,41551.49958,32.96607047,9823.889,1339.326022,3.464372659,3.251006308,0,262233.2935,kt
2013,Alberta,0,TOTAL,TRUE,218378.4192,1690.669031,42266.72578,34.31945636,10227.19799,1431.406689,2.185461376,2.523991217,0,272308.4591,kt
2014,Alberta,0,TOTAL,TRUE,221938.4232,1719.104453,42977.61132,34.48823002,10277.49255,1583.939781,1.728429575,3.269459344,0,276782.4647,kt
2015,Alberta,0,TOTAL,TRUE,223426.6879,1631.467921,40786.69803,34.72917745,10349.29488,1612.526994,1.806366421,3.321113828,0,276180.3353,kt
2016,Alberta,0,TOTAL,TRUE,214574.5162,1558.696421,38967.41052,33.60977314,10015.7124,1636.203124,1.287632458,2.812391588,0,265197.9422,kt
2017,Alberta,0,TOTAL,TRUE,223399.3664,1507.235784,37680.89461,31.59241353,9414.539233,1700.499116,1.362408981,1.465057096,0,272198.1268,kt
2018,Alberta,0,TOTAL,TRUE,223145.2182,1507.290714,37682.26785,33.17290802,9885.526589,1836.287701,3.07689899,2.498930086,0,272554.8762,kt
1990,British Columbia,0,TOTAL,TRUE,40243.47455,349.865858,8746.646451,4.759783087,1418.41536,0,1171.988854,56.89331812,0,51637.41853,kt
1991,British Columbia,0,TOTAL,TRUE,38904.2531,352.4947582,8812.368955,4.519991539,1346.957479,0,1310.07006,56.89331812,0,50430.54291,kt
1992,British Columbia,0,TOTAL,TRUE,38189.43133,349.0056876,8725.14219,4.80549443,1432.03734,0,1315.252844,56.89331812,0,49718.75702,kt
1993,British Columbia,0,TOTAL,TRUE,40671.17834,362.9028182,9072.570455,5.011119297,1493.313551,0,1308.12247,56.89331812,0,52602.07814,kt
1994,British Columbia,0,TOTAL,TRUE,42917.7505,384.1689998,9604.224994,5.184429049,1544.959857,0,1318.277676,56.89331812,0,55442.10634,kt
1995,British Columbia,0,TOTAL,TRUE,46303.6565,396.1012438,9902.531095,5.373002538,1601.154756,54.9841827,1406.622305,56.89331812,0,59325.84215,kt
1996,British Columbia,0,TOTAL,TRUE,47794.61326,405.0218398,10125.546,5.55223817,1654.566975,99.66331749,1470.851162,40.87229685,0,61186.11301,kt
1997,British Columbia,0,TOTAL,TRUE,46716.87827,401.0517677,10026.29419,5.756310462,1715.380518,137.8452497,1512.286097,48.69859296,0,60157.38292,kt
1998,British Columbia,0,TOTAL,TRUE,47630.1638,396.3441282,9908.603206,5.754050831,1714.707148,202.6380237,1786.4845,54.78593072,0,61297.38261,kt
1999,British Columbia,0,TOTAL,TRUE,49091.1946,399.973079,9999.326974,6.165564487,1837.338217,268.969752,1572.766394,54.58224515,0,62824.17818,kt
2000,British Columbia,0,TOTAL,TRUE,50208.93743,392.8647803,9821.619507,6.193594807,1845.691253,345.3310325,1523.993525,56.6182582,0,63802.19101,kt
2001,British Columbia,0,TOTAL,TRUE,51876.16384,392.8035854,9820.089634,6.444436418,1920.442053,394.4998635,1031.919649,74.39325154,0,65117.50829,kt
2002,British Columbia,0,TOTAL,TRUE,49146.93925,387.6584117,9691.460292,6.194248869,1845.886163,452.3187578,821.0443258,40.07494983,0,61997.72374,kt
2003,British Columbia,0,TOTAL,TRUE,49079.01533,383.0011658,9575.029145,6.324933214,1884.830098,508.7444806,918.5232395,61.5744205,0,62027.71671,kt
2004,British Columbia,0,TOTAL,TRUE,50725.51888,385.1129433,9627.823581,6.360799178,1895.518155,569.0516944,1049.808795,54.62652,0,63922.34762,kt
2005,British Columbia,0,TOTAL,TRUE,49154.91922,385.690222,9642.255549,6.232512519,1857.288731,617.7589298,713.6715653,49.476,0,62035.37,kt
2006,British Columbia,0,TOTAL,TRUE,47831.29595,376.3604856,9409.01214,5.747896224,1712.873075,660.3639302,564.4829257,50.0688,0,60228.09682,kt
2007,British Columbia,0,TOTAL,TRUE,48283.46807,372.1713169,9304.282923,5.841515412,1740.771593,755.382922,666.5229067,48.4044,0,60798.83281,kt
2008,British Columbia,0,TOTAL,TRUE,49066.57522,351.7950214,8794.875535,5.722416723,1705.280184,792.8353971,740.9322484,64.83636,0,61165.33494,kt
2009,British Columbia,0,TOTAL,TRUE,45887.35572,343.2699191,8581.747978,5.395953518,1607.994148,895.8450479,775.5172402,58.493856,0,57806.95399,kt
2010,British Columbia,0,TOTAL,TRUE,45639.3895,345.3011216,8632.528039,5.461812531,1627.620134,989.1880677,465.1565367,59.02860088,0,57412.91088,kt
2011,British Columbia,0,TOTAL,TRUE,46361.02216,355.4054312,8885.135781,5.409287238,1611.967597,1095.172576,465.5886326,26.82465995,0,58445.7114,kt
2012,British Columbia,0,TOTAL,TRUE,47097.31934,349.2184817,8730.462042,5.383428462,1604.261682,1156.211129,515.6727764,47.16436327,0,59151.09133,kt
2013,British Columbia,0,TOTAL,TRUE,47960.21165,357.2553148,8931.38287,5.667123156,1688.8027,1240.55518,408.9291145,42.18349008,0,60272.06501,kt
2014,British Columbia,0,TOTAL,TRUE,48136.0717,351.5663641,8789.159103,5.474073448,1631.273888,1370.426049,288.250694,26.26440078,0,60241.44583,kt
2015,British Columbia,0,TOTAL,TRUE,47250.24483,346.4193054,8660.482636,5.595895737,1667.57693,1418.997853,252.1890823,20.62625886,0,59270.11759,kt
2016,British Columbia,0,TOTAL,TRUE,49679.71112,350.4269985,8760.674964,5.87650225,1751.197671,1453.91514,165.9330513,14.36725714,0,61825.79921,kt
2017,British Columbia,0,TOTAL,TRUE,51205.4016,348.0751489,8701.878722,6.110642035,1820.971326,1505.652266,64.60808336,19.58558494,0,63318.09758,kt
2018,British Columbia,0,TOTAL,TRUE,53119.29703,353.6324533,8840.811334,6.337097826,1888.455152,1643.33975,20.5812735,12.31144727,0,65524.79599,kt
1990,Canada,0,TOTAL,TRUE,462117.3511,3619.397903,90484.94758,130.4190587,38864.87949,970.540192,7557.901859,3225.922198,0.324454149,603221.8669,kt
1991,Canada,0,TOTAL,TRUE,452494.7231,3688.926254,92223.15634,125.4354818,37379.77358,1056.6608,8033.113215,3685.239335,0.315783687,594872.9821,kt
1992,Canada,0,TOTAL,TRUE,467037.4201,3861.376556,96534.41389,127.2912606,37932.79565,829.7768,7578.683113,2557.112742,0.307113224,612470.5095,kt
1993,Canada,0,TOTAL,TRUE,467406.411,3995.663654,99891.59135,127.2519457,37921.07982,0,7455.583436,2373.543551,0.298442761,615048.5076,kt
1994,Canada,0,TOTAL,TRUE,482436.5787,4148.949001,103723.725,137.1710932,40876.98576,0,6895.014542,2441.740312,0.289772299,636374.3341,kt
1995,Canada,0,TOTAL,TRUE,494920.2548,4305.687281,107642.182,138.9686565,41412.65963,458.9748565,6346.936694,2275.156127,0.281101836,653056.4452,kt
1996,Canada,0,TOTAL,TRUE,510736.6564,4449.182843,111229.5711,146.0673607,43528.07348,806.8228236,6501.371419,1768.645798,0.272431373,674571.4134,kt
1997,Canada,0,TOTAL,TRUE,524789.1668,4389.492556,109737.3139,141.8247635,42263.77952,1121.292919,6374.167721,1827.630966,0.263760911,686113.6156,kt
1998,Canada,0,TOTAL,TRUE,533639.7928,4418.895076,110472.3769,129.1706857,38492.86434,1620.111507,6476.192871,2357.482118,0.255090448,693059.0757,kt
1999,Canada,0,TOTAL,TRUE,549553.212,4461.956082,111548.902,121.8807553,36320.46507,2160.364521,5370.476425,2410.099231,0.246419985,707363.7657,kt
2000,Canada,0,TOTAL,TRUE,572162.1029,4480.970329,112024.2582,120.3109692,35852.66882,2754.84204,4984.524895,2902.959655,0.237749523,730681.5943,kt
2001,Canada,0,TOTAL,TRUE,564946.3981,4406.149388,110153.7347,116.8889022,34832.89285,3159.295629,4047.516087,2557.100628,0.22907906,719697.1671,kt
2002,Canada,0,TOTAL,TRUE,570844.7776,4332.988508,108324.7127,116.4188127,34692.80619,3607.067661,3462.962967,3015.81126,0.220408597,723948.3588,kt
2003,Canada,0,TOTAL,TRUE,587178.1489,4271.451918,106786.298,121.3421263,36159.95365,3979.857653,3489.904177,2651.430947,0.211738135,740245.805,kt
2004,Canada,0,TOTAL,TRUE,585703.098,4283.635643,107090.8911,128.6702506,38343.73467,4584.773568,3521.878939,2339.900882,0.203067672,741584.4802,kt
2005,Canada,0,TOTAL,TRUE,576434.4638,4229.493272,105737.3318,124.8735936,37212.33088,5105.727038,3838.448851,1417.36248,0.194397209,729745.8593,kt
2006,Canada,0,TOTAL,TRUE,570950.3809,4189.225201,104730.63,117.2213701,34931.9683,5388.223415,2985.128474,1526.739676,0.185726747,720513.2565,kt
2007,Canada,0,TOTAL,TRUE,594220.5708,4123.714969,103092.8742,119.6733107,35662.6466,6077.572528,2533.629028,726.1930767,0.177056284,742313.6633,kt
2008,Canada,0,TOTAL,TRUE,575586.908,4007.633267,100190.8317,125.5341671,37409.1818,6135.671151,2600.875539,644.333417,0.168385821,722567.9699,kt
2009,Canada,0,TOTAL,TRUE,542549.5998,3756.88056,93922.014,114.8596432,34228.17368,6909.964935,2509.783053,373.8698385,0.159715359,680493.565,kt
2010,Canada,0,TOTAL,TRUE,555549.8495,3662.374313,91559.35782,112.0523782,33391.60871,7729.053636,1858.502475,442.0936882,0.151044896,690530.6169,kt
2011,Canada,0,TOTAL,TRUE,566740.991,3655.465678,91386.64195,112.7865948,33610.40524,8591.688369,1686.647246,395.6937287,0.151044896,702412.2185,kt
2012,Canada,0,TOTAL,TRUE,569737.013,3762.418919,94060.47297,117.4106505,34988.37385,9082.529108,1798.501112,440.0424685,0.151044896,710107.0836,kt
2013,Canada,0,TOTAL,TRUE,576327.0062,3820.088551,95502.21377,123.8889469,36918.90618,10075.66522,1616.989171,436.5222216,0.151044896,720877.4539,kt
2014,Canada,0,TOTAL,TRUE,575942.1788,3891.10212,97277.553,119.8371069,35711.45785,10951.02888,1088.023948,383.3819867,0.120084896,721353.7446,kt
2015,Canada,0,TOTAL,TRUE,575906.9386,3821.696648,95542.41621,122.4506383,36490.29021,11040.59108,968.0034952,429.962663,0.120084896,720378.3224,kt
2016,Canada,0,TOTAL,TRUE,564032.53,3700.286362,92507.15905,124.965924,37239.84535,11315.70282,764.6770046,334.2918115,0.120084896,706194.3261,kt
2017,Canada,0,TOTAL,TRUE,572834.3894,3675.72167,91893.04174,122.6729085,36556.52674,11526.40933,744.0957981,281.9466523,0.120084896,713836.5298,kt
2018,Canada,0,TOTAL,TRUE,586504.6345,3656.964445,91424.11113,127.3306792,37944.54241,12544.60908,621.0330029,309.3955095,0.120084896,729348.4458,kt
1990,Manitoba,0,TOTAL,TRUE,12288.79646,135.6217773,3390.544433,8.805458515,2624.026637,0,0,4.310173923,0,18307.67771,kt
1991,Manitoba,0,TOTAL,TRUE,11760.76478,138.4953773,3462.384433,9.019917094,2687.935294,0,0,4.310173923,0,17915.39468,kt
1992,Manitoba,0,TOTAL,TRUE,11714.27698,146.8940678,3672.351694,9.433257435,2811.110716,0,0,4.310173923,0,18202.04956,kt
1993,Manitoba,0,TOTAL,TRUE,11716.94277,150.0788754,3751.971884,9.266507023,2761.419093,0,0,4.310173923,0,18234.64392,kt
1994,Manitoba,0,TOTAL,TRUE,11781.80209,155.7024069,3892.560173,10.10109526,3010.126386,0,0,4.310173923,0,18688.79882,kt
1995,Manitoba,0,TOTAL,TRUE,12368.62278,163.1240683,4078.101708,10.04526998,2993.490454,20.48383111,0.000545235,4.310173923,0,19465.00949,kt
1996,Manitoba,0,TOTAL,TRUE,12788.09117,170.1011198,4252.527996,10.70131369,3188.991481,35.21871037,0.016995805,3.096439334,0,20267.94279,kt
1997,Manitoba,0,TOTAL,TRUE,12285.52449,176.3360334,4408.400835,10.66349246,3177.720754,47.78726963,0.125587591,3.689350743,0,19923.24829,kt
1998,Manitoba,0,TOTAL,TRUE,12598.67845,177.7482855,4443.707138,11.20754592,3339.848683,67.37777159,0.130410013,4.122883781,0,20453.86533,kt
1999,Manitoba,0,TOTAL,TRUE,12451.58251,177.2500752,4431.251881,10.81399153,3222.569475,88.47575716,0.118606492,4.084997859,0,20198.08323,kt
2000,Manitoba,0,TOTAL,TRUE,12960.73811,172.6827385,4317.068463,11.1234553,3314.789679,111.7377123,0.122260381,4.23751662,0,20708.69374,kt
2001,Manitoba,0,TOTAL,TRUE,11791.35866,173.1948114,4329.870286,10.35894527,3086.96569,125.6821651,0.109916063,5.534038396,0,19339.52075,kt
2002,Manitoba,0,TOTAL,TRUE,12218.43758,174.3674539,4359.186347,10.53980149,3140.860843,141.8668213,0.098255927,2.880576002,0,19863.33043,kt
2003,Manitoba,0,TOTAL,TRUE,12355.51626,180.1120199,4502.800499,11.28796072,3363.812294,156.4833966,0.093961464,4.509351769,0,20383.21576,kt
2004,Manitoba,0,TOTAL,TRUE,12614.60639,184.7313664,4618.284159,10.89011532,3245.254367,179.5871595,0.125693906,2.61250038,0,20660.47027,kt
2005,Manitoba,0,TOTAL,TRUE,12406.68453,190.4115657,4760.289141,9.31766049,2776.662826,194.4024433,0.159494514,3.99,0,20142.18843,kt
2006,Manitoba,0,TOTAL,TRUE,12157.0729,193.0732116,4826.830289,10.52303114,3135.863279,202.4010418,0.183844248,5.9508,0,20328.30215,kt
2007,Manitoba,0,TOTAL,TRUE,12843.07072,180.569461,4514.236525,10.83120139,3227.698014,230.1219859,0.202772814,3.99,0,20819.32002,kt
2008,Manitoba,0,TOTAL,TRUE,12516.16669,177.163126,4429.078149,11.46925694,3417.838567,232.4648571,0.239965777,3.2832,0,20599.07143,kt
2009,Manitoba,0,TOTAL,TRUE,11646.42118,170.7930642,4269.826604,10.71184517,3192.129862,263.9270601,0.298762115,2.987484,0,19375.59095,kt
2010,Manitoba,0,TOTAL,TRUE,11479.83402,165.2350824,4130.877061,10.80940721,3221.20335,300.5552143,0.396096675,4.31604,0,19137.18178,kt
2011,Manitoba,0,TOTAL,TRUE,11660.15797,161.3883696,4034.709241,9.602015528,2861.400627,333.6864378,0.642370738,5.99412,0,18896.59077,kt
2012,Manitoba,0,TOTAL,TRUE,12647.4574,163.0267274,4075.668184,10.50103288,3129.307797,359.2739822,1.415177498,1.316016,0,20214.43856,kt
2013,Manitoba,0,TOTAL,TRUE,12864.96517,161.8424071,4046.060177,12.21575337,3640.294506,395.2021691,0.605917052,1.164168,0,20948.29211,kt
2014,Manitoba,0,TOTAL,TRUE,13132.88426,157.7568834,3943.922085,11.30896132,3370.070473,429.5637107,0.375568269,0.912,0,20877.7281,kt
2015,Manitoba,0,TOTAL,TRUE,12688.43611,156.3668337,3909.170842,12.08618511,3601.683161,433.5065104,0.45187961,0.968088,0,20634.21659,kt
2016,Manitoba,0,TOTAL,TRUE,12876.11059,153.9258385,3848.145962,12.47130349,3716.448441,445.0551574,0.44346675,2.396052,0,20888.59967,kt
2017,Manitoba,0,TOTAL,TRUE,12655.89838,155.1012423,3877.531057,12.73395772,3794.719402,449.5387189,0.467436007,1.136808,0,20779.2918,kt
2018,Manitoba,0,TOTAL,TRUE,13517.54561,156.8307455,3920.768638,12.99264064,3871.80691,492.8664017,0.942511743,2.419308,0,21806.34938,kt
1990,New Brunswick,0,TOTAL,TRUE,14705.44098,42.31058794,1057.764699,1.374806587,409.692363,0,0,0.707696032,0,16173.60574,kt
1991,New Brunswick,0,TOTAL,TRUE,14062.856,41.93716025,1048.429006,1.308684499,389.9879806,0,0,0.707696032,0,15501.98069,kt
1992,New Brunswick,0,TOTAL,TRUE,14776.41862,41.79288477,1044.822119,1.382443095,411.9680424,0,0,0.707696032,0,16233.91648,kt
1993,New Brunswick,0,TOTAL,TRUE,13995.74515,42.59077889,1064.769472,1.35620469,404.1489977,0,0,0.707696032,0,15465.37132,kt
1994,New Brunswick,0,TOTAL,TRUE,15405.19238,42.29604787,1057.401197,1.390388149,414.3356683,0,0,0.707696032,0,16877.63694,kt
1995,New Brunswick,0,TOTAL,TRUE,15911.4428,42.50752758,1062.68819,1.448828443,431.7508761,12.2145822,0.000190514,0.707696032,0,17418.80434,kt
1996,New Brunswick,0,TOTAL,TRUE,15426.74331,42.79235293,1069.808823,1.49440412,445.3324279,21.83280915,0.008717809,0.508410535,0,16964.2345,kt
1997,New Brunswick,0,TOTAL,TRUE,17950.03426,42.82233425,1070.558356,1.608799974,479.4223923,30.36376521,0.069822301,0.605761839,0,19531.05436,kt
1998,New Brunswick,0,TOTAL,TRUE,18759.85832,43.95300609,1098.825152,1.717519819,511.8209062,44.00439456,0.066408734,0.676944491,0,20415.25213,kt
1999,New Brunswick,0,TOTAL,TRUE,17745.58889,44.99341405,1124.835351,1.75214158,522.1381907,59.28811874,0.056563318,0.670723926,0,19452.57784,kt
2000,New Brunswick,0,TOTAL,TRUE,18992.66412,44.22753002,1105.68825,1.849999108,551.2997341,75.11245689,0.048548115,0.695766285,0,20725.50888,kt
2001,New Brunswick,0,TOTAL,TRUE,20832.51591,43.16087253,1079.021813,1.867217041,556.4306782,85.75282258,0.047053869,0.908644775,0,22554.67693,kt
2002,New Brunswick,0,TOTAL,TRUE,19476.59307,43.2455356,1081.13839,1.865040761,555.7821467,97.14987739,0.044256304,0.472967505,0,21211.18071,kt
2003,New Brunswick,0,TOTAL,TRUE,19186.91191,42.48111498,1062.027875,1.945147165,579.6538552,107.0810812,0.041737064,0.740399439,0,20936.45686,kt
2004,New Brunswick,0,TOTAL,TRUE,20067.07226,42.803115,1070.077875,1.985812369,591.772086,118.6656994,0.049427791,0.0684,0,21847.70575,kt
2005,New Brunswick,0,TOTAL,TRUE,18185.0729,43.13572027,1078.393007,1.890398952,563.3388877,125.8211829,0.061550725,0,0,19952.68753,kt
2006,New Brunswick,0,TOTAL,TRUE,17859.98497,42.61938102,1065.484526,1.775880196,529.2122983,132.2024082,0.071440339,0.9348,0,19587.89044,kt
2007,New Brunswick,0,TOTAL,TRUE,18015.71104,40.45198789,1011.299697,1.641956051,489.3029033,148.6950004,0.074500313,0.5016,0,19665.58474,kt
2008,New Brunswick,0,TOTAL,TRUE,16939.73536,39.84983856,996.245964,1.546008406,460.7105051,153.5431035,0.073225312,0.7182,0,18551.02636,kt
2009,New Brunswick,0,TOTAL,TRUE,16646.92962,37.32865585,933.2163962,1.476460886,439.9853441,169.1397603,0.071663373,0.49932,0,18189.8421,kt
2010,New Brunswick,0,TOTAL,TRUE,16636.46724,36.01537526,900.3843814,1.414258176,421.4489363,197.7697955,0.072248362,0.348612,0,18156.49122,kt
2011,New Brunswick,0,TOTAL,TRUE,16732.56761,35.18714931,879.6787326,1.398195067,416.6621299,226.5638497,0.08713776,0.61104,0,18256.1705,kt
2012,New Brunswick,0,TOTAL,TRUE,15050.65465,34.08163944,852.0409859,1.408912514,419.8559291,234.5108113,0.135290727,0.52668,0,16557.72435,kt
2013,New Brunswick,0,TOTAL,TRUE,13291.36076,34.07526688,851.8816721,1.168941454,348.3445534,226.9824071,0.064400147,0.815328,0,14719.44912,kt
2014,New Brunswick,0,TOTAL,TRUE,12111.52206,34.44329108,861.082277,1.226791525,365.5838744,243.8515762,0.052862218,0.584592,0,13582.67725,kt
2015,New Brunswick,0,TOTAL,TRUE,12405.63652,34.25613146,856.4032866,1.177821469,350.9907977,241.0377452,0.04686844,0.8265,0,13854.94172,kt
2016,New Brunswick,0,TOTAL,TRUE,12977.5719,33.72850269,843.2125673,1.349826796,402.2483853,238.6768164,0.035158355,0.586416,0,14462.33124,kt
2017,New Brunswick,0,TOTAL,TRUE,12047.98,34.01119933,850.2799832,1.290208839,384.4822339,248.7848211,0.027895412,1.464672,0,13533.0196,kt
2018,New Brunswick,0,TOTAL,TRUE,11701.4171,34.81257722,870.3144304,1.343743307,400.4355055,269.6069308,0.05117689,1.368228,0,13243.19337,kt
1990,Newfoundland and Labrador,0,TOTAL,TRUE,8738.01081,35.58763031,889.6907576,0.49920968,148.7644847,0,0,0.937447232,0,9777.403499,kt
1991,Newfoundland and Labrador,0,TOTAL,TRUE,7657.781212,35.75247994,893.8119984,0.477502143,142.2956387,0,0,0.937447232,0,8694.826296,kt
1992,Newfoundland and Labrador,0,TOTAL,TRUE,7568.870809,35.50840837,887.7102094,0.474110464,141.2849182,0,0,0.937447232,0,8598.803384,kt
1993,Newfoundland and Labrador,0,TOTAL,TRUE,7712.053747,35.63372175,890.8430438,0.476300021,141.9374064,0,0,0.937447232,0,8745.771645,kt
1994,Newfoundland and Labrador,0,TOTAL,TRUE,6775.581457,34.98796011,874.6990028,0.465465149,138.7086145,0,0,0.937447232,0,7789.926522,kt
1995,Newfoundland and Labrador,0,TOTAL,TRUE,7719.625157,33.53607417,838.4018541,0.491359735,146.4252009,7.190438557,6.76E-05,0.937447232,0,8712.580165,kt
1996,Newfoundland and Labrador,0,TOTAL,TRUE,7799.332443,33.74578453,843.6446133,0.507892608,151.3519973,12.74089353,0.004502274,0.673464351,0,8807.747914,kt
1997,Newfoundland and Labrador,0,TOTAL,TRUE,8339.401616,33.20477964,830.1194909,0.523076956,155.8769329,16.97030772,0.035530467,0.802420437,0,9343.206298,kt
1998,Newfoundland and Labrador,0,TOTAL,TRUE,9612.488089,34.45916117,861.4790291,0.532355226,158.6418574,24.64381276,0.033361179,0.896712304,0,10658.18286,kt
1999,Newfoundland and Labrador,0,TOTAL,TRUE,8633.281722,34.71253536,867.813384,0.561793407,167.4144352,33.39475637,0.030587397,0.888472253,0,9702.823357,kt
2000,Newfoundland and Labrador,0,TOTAL,TRUE,8191.328062,34.13536798,853.3841996,0.573143026,170.7966216,42.99419485,0.026090446,0.921644531,0,9259.450813,kt
2001,Newfoundland and Labrador,0,TOTAL,TRUE,8911.351103,34.27148932,856.7872329,0.593423364,176.8401624,48.36574866,0.025297868,1.203633326,0,9994.573178,kt
2002,Newfoundland and Labrador,0,TOTAL,TRUE,10829.32398,36.85194257,921.2985642,0.613892173,182.9398677,54.7882178,0.023187414,0.626514857,0,11989.00033,kt
2003,Newfoundland and Labrador,0,TOTAL,TRUE,10580.62331,37.85396585,946.3491463,0.625444733,186.3825306,59.00954892,0.023463948,0.980767693,0,11773.36876,kt
2004,Newfoundland and Labrador,0,TOTAL,TRUE,9901.634691,36.88640437,922.1601093,0.573710071,170.965601,65.8556124,0.025377683,1.25628,0,11061.89767,kt
2005,Newfoundland and Labrador,0,TOTAL,TRUE,9304.928715,36.39843726,909.9609314,0.557715112,166.1991033,71.41746348,0.031706376,0.5016,0,10453.03952,kt
2006,Newfoundland and Labrador,0,TOTAL,TRUE,8938.248657,37.57861509,939.4653773,0.517515649,154.2196634,74.54628476,0.037079525,0.6612,0,10107.17826,kt
2007,Newfoundland and Labrador,0,TOTAL,TRUE,9871.743273,38.03055106,950.7637766,0.537382502,160.1399855,89.16406933,0.038809835,1.1856,0,11073.03551,kt
2008,Newfoundland and Labrador,0,TOTAL,TRUE,9426.88656,37.97188932,949.297233,0.525968355,156.7385698,93.52601561,0.043080885,1.192212,0,10627.68367,kt
2009,Newfoundland and Labrador,0,TOTAL,TRUE,9003.931303,32.89969754,822.4924385,0.481800446,143.576533,106.9088601,0.040086082,0.63384,0,10077.58306,kt
2010,Newfoundland and Labrador,0,TOTAL,TRUE,8960.691237,31.9758447,799.3961175,0.46040772,137.2015005,118.3529208,0.040440255,0.53824188,0,10016.22046,kt
2011,Newfoundland and Labrador,0,TOTAL,TRUE,9211.830719,31.623826,790.59565,0.461511631,137.5304662,130.3344926,0.047510655,0.831288,0,10271.17013,kt
2012,Newfoundland and Labrador,0,TOTAL,TRUE,8814.436597,31.53665073,788.4162683,0.438201119,130.5839333,136.2388301,0.064705106,0.99864,0,9870.738974,kt
2013,Newfoundland and Labrador,0,TOTAL,TRUE,8882.521823,32.48755239,812.1888097,0.419034472,124.8722727,139.2371468,0.039687823,0.960336,0,9959.820076,kt
2014,Newfoundland and Labrador,0,TOTAL,TRUE,9758.985198,33.29248203,832.3120507,0.429261101,127.9198082,157.6328403,0.034162978,1.251036,0,10878.1351,kt
2015,Newfoundland and Labrador,0,TOTAL,TRUE,9821.436539,32.45263319,811.3158299,0.444316744,132.4063897,160.8440219,0.031977907,3.380556,0,10929.41531,kt
2016,Newfoundland and Labrador,0,TOTAL,TRUE,9969.370177,34.61832223,865.4580556,0.46896479,139.7515073,164.3625769,0.028337481,3.793464,0,11142.76412,kt
